bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,price
4.0,2.75,2830,13059,2.0,3,744000.0
4.0,2.5,3010,46173,2.0,3,700000.0
4.0,2.25,2000,9000,1.0,4,318989.0
3.0,2.25,2020,3600,2.0,3,556000.0
3.0,2.5,2030,6326,2.0,3,275000.0
3.0,2.75,2550,11160,2.0,3,430000.0
2.0,1.0,970,13700,1.0,3,300000.0
3.0,1.75,1540,12446,1.0,5,396450.0
2.0,1.0,1396,111949,1.0,3,225000.0
4.0,3.25,2780,7875,2.0,3,700000.0
6.0,2.0,2220,8797,1.0,3,260000.0
4.0,3.5,2350,13402,2.0,3,655000.0
3.0,2.25,2760,40946,2.0,5,1185000.0
3.0,2.5,4460,26027,2.0,3,1550000.0
3.0,2.0,1440,4421,1.0,3,413800.0
5.0,3.75,5330,6000,2.0,3,950000.0
4.0,2.5,2220,4228,2.0,3,334990.0
5.0,4.75,5305,8401,2.0,3,2700000.0
3.0,4.0,3880,13095,2.0,3,1030000.0
4.0,3.25,3810,8519,1.0,3,1130000.0
3.0,3.0,1960,1168,2.0,3,556000.0
3.0,2.5,1530,1131,3.0,3,360000.0
4.0,2.25,3250,34293,2.0,4,480000.0
3.0,2.5,1750,7208,2.0,3,324000.0
4.0,3.25,3440,35021,2.0,3,1050000.0
1.0,0.75,1170,14149,1.0,5,275000.0
3.0,1.0,870,5330,1.0,3,180000.0
4.0,2.5,2930,18199,2.0,3,749000.0
3.0,2.5,3160,12824,1.0,4,1600000.0
2.0,1.0,800,3330,1.0,3,373500.0
4.0,2.5,2350,8001,2.0,4,770000.0
2.0,1.75,1060,16470,1.0,3,356000.0
3.0,1.75,2060,12558,1.0,4,625000.0
2.0,1.75,1560,1750,1.0,4,494400.0
4.0,1.75,3000,42200,1.0,3,585000.0
3.0,1.5,1660,4800,2.0,3,926300.0
3.0,1.75,1650,5100,1.0,5,600000.0
4.0,3.0,3220,8936,2.0,3,430000.0
3.0,1.5,2320,7500,1.0,3,307000.0
4.0,2.75,2750,14982,1.0,3,604700.0
3.0,1.0,910,6000,1.0,2,219900.0
2.0,1.5,840,867,2.0,3,270000.0
3.0,2.25,1470,1578,2.0,3,432000.0
6.0,2.0,2040,10812,1.0,4,300000.0
3.0,1.0,1100,4046,1.5,4,361000.0
2.0,1.0,940,8532,1.0,4,249950.0
3.0,2.0,1110,10500,1.0,5,320000.0
4.0,1.75,2200,8100,1.5,5,305000.0
2.0,1.75,2860,59612,1.0,3,503000.0
2.0,1.0,740,11250,1.0,2,235750.0
4.0,1.75,2740,8520,1.0,3,657000.0
3.0,1.0,1250,7300,1.0,4,385000.0
4.0,2.5,3140,8060,2.0,3,389950.0
2.0,1.0,820,10270,1.0,3,150000.0
4.0,2.75,2570,7264,2.0,3,254500.0
4.0,2.25,2350,8140,1.0,4,555000.0
4.0,3.0,3600,9200,1.0,4,1075000.0
4.0,2.0,1580,8000,1.0,3,245000.0
2.0,1.0,1070,5824,1.0,5,319950.0
3.0,1.0,1070,6109,1.0,5,337000.0
4.0,2.0,1640,5000,2.0,3,492000.0
3.0,2.75,2890,12130,2.0,4,1170000.0
3.0,1.0,1220,7876,1.0,3,348580.0
2.0,1.0,1400,4500,1.0,3,180000.0
3.0,1.0,1040,6250,1.0,3,400000.0
4.0,2.0,980,10640,1.0,5,295000.0
4.0,3.25,3340,10890,1.5,3,910000.0
6.0,4.5,6040,219542,2.0,3,1150000.0
3.0,3.5,1900,1612,2.0,3,431500.0
4.0,1.5,1740,7292,1.0,3,180000.0
3.0,2.0,2000,3207,1.0,4,677000.0
3.0,1.75,1610,7200,1.0,3,1180500.0
4.0,2.5,3240,13978,1.0,3,635700.0
5.0,2.25,2230,9600,1.0,3,482000.0
2.0,2.5,1160,2174,2.0,3,168000.0
4.0,2.75,2410,6000,1.0,5,805000.0
2.0,1.0,590,10945,1.5,3,398000.0
4.0,2.5,2600,17388,2.0,3,665000.0
4.0,3.0,2170,8240,1.0,4,592500.0
4.0,2.75,2080,4000,1.5,3,940000.0
4.0,2.5,2860,12394,2.0,3,655000.0
4.0,2.5,2980,8107,2.0,3,622500.0
2.0,2.5,1230,987,2.0,3,380000.0
4.0,1.75,2260,7005,1.0,4,648360.0
3.0,2.75,2200,14925,1.0,3,432000.0
4.0,2.5,3030,12590,1.5,4,1050000.0
2.0,1.0,1060,1600,2.0,3,353250.0
4.0,3.0,4260,18687,2.0,3,1000000.0
3.0,2.25,998,844,2.0,3,320000.0
4.0,2.5,2052,3723,2.0,3,349900.0
4.0,3.5,3150,6202,2.0,3,330000.0
3.0,2.25,1950,7221,1.0,4,408000.0
3.0,2.25,1347,1292,3.0,3,321000.0
4.0,3.75,3860,5474,2.5,3,1051000.0
4.0,5.5,5060,10320,2.0,3,2150000.0
3.0,1.5,1360,885,3.0,3,359000.0
5.0,2.5,2760,6000,2.0,3,300000.0
5.0,3.5,2420,4670,2.0,3,380000.0
3.0,2.5,2450,4332,2.0,3,660000.0
3.0,2.25,1280,959,3.0,3,355000.0
3.0,2.5,1550,3569,2.0,3,259000.0
1.0,1.0,550,1279,2.0,3,353000.0
2.0,2.5,1520,1588,2.0,3,430000.0
3.0,1.0,1670,4005,1.5,4,460000.0
1.0,0.75,430,5050,1.0,2,80000.0
4.0,2.5,2380,9614,2.0,4,782000.0
3.0,1.0,960,9633,1.0,5,218000.0
3.0,1.0,1920,6862,1.0,3,325000.0
4.0,3.0,3680,5854,1.0,3,980000.0
4.0,2.25,2530,9200,1.0,5,902000.0
5.0,2.5,3840,16905,2.0,3,556000.0
3.0,1.75,1240,3600,1.5,5,662990.0
2.0,1.0,1300,11867,1.5,4,225000.0
4.0,2.5,2380,12067,2.0,3,439950.0
2.0,1.0,1300,44431,1.0,5,175000.0
2.0,1.0,780,13500,1.0,4,306000.0
4.0,2.5,1810,39639,1.0,3,235000.0
3.0,1.75,2420,12676,2.0,3,399500.0
3.0,1.0,1280,2580,1.5,3,478000.0
2.0,1.0,1680,6500,1.0,4,515000.0
3.0,2.5,2510,5400,2.0,3,550000.0
3.0,1.0,1700,8645,1.0,3,149000.0
3.0,1.75,1680,3420,1.0,3,526000.0
1.0,0.75,820,59677,1.0,3,527550.0
3.0,4.0,4380,42769,2.0,5,1050000.0
3.0,2.5,2600,10092,1.0,3,625000.0
5.0,3.25,3400,7452,2.0,3,950000.0
5.0,1.75,2120,8399,1.0,4,377691.0
4.0,2.75,2250,5700,1.0,3,648475.0
3.0,1.0,1800,5612,1.0,4,383000.0
3.0,2.5,2210,7620,2.0,3,535000.0
3.0,2.0,1560,4080,2.0,3,449950.0
4.0,2.75,2430,20720,1.0,3,465425.0
4.0,2.5,2560,36601,2.0,4,675000.0
3.0,2.75,1960,2500,1.5,5,599000.0
3.0,1.5,1110,9762,1.0,4,416000.0
2.0,1.5,1030,4500,1.0,3,595000.0
4.0,1.0,1350,11507,1.0,3,200000.0
3.0,2.0,1540,1827,2.0,3,402000.0
4.0,1.75,1830,9600,1.0,4,433000.0
4.0,1.5,1930,15531,2.0,3,275000.0
3.0,2.0,1650,9641,1.5,3,410000.0
4.0,2.0,3510,12905,1.0,3,554820.0
4.0,3.0,3370,7920,1.0,3,1325000.0
3.0,2.5,2390,9157,2.0,3,735000.0
3.0,1.0,1230,8114,1.0,4,607000.0
4.0,3.0,2830,213879,2.0,4,549900.0
3.0,1.75,1620,7540,1.0,3,258000.0
4.0,4.0,2290,6250,1.5,5,661254.0
4.0,2.0,2840,13367,1.0,3,945000.0
4.0,3.5,4220,196817,2.0,3,799950.0
3.0,1.0,1080,10500,1.0,3,132500.0
3.0,1.75,1620,8645,1.0,3,467100.0
4.0,3.5,4390,11600,2.0,3,1610000.0
3.0,1.75,1620,3975,1.0,5,641000.0
3.0,1.0,1010,11244,1.0,4,350000.0
4.0,2.5,1750,8476,1.0,4,335000.0
3.0,3.5,4080,217697,1.5,3,900000.0
4.0,2.5,2560,10400,1.0,4,440000.0
3.0,1.75,1120,5500,1.5,4,464600.0
4.0,3.5,4740,172497,2.0,3,1200000.0
2.0,1.0,1340,7788,1.0,3,300000.0
4.0,2.0,1590,6750,1.0,3,670500.0
3.0,1.0,1430,5000,1.0,4,552000.0
4.0,1.0,1450,8960,1.0,3,244000.0
4.0,2.75,3500,7200,2.0,3,788600.0
3.0,2.0,1630,8702,1.0,3,445000.0
4.0,1.75,1814,5000,1.0,4,530000.0
2.0,1.0,580,7500,1.0,3,90000.0
3.0,2.0,1670,4572,1.5,3,585000.0
2.0,2.0,1140,8282,1.0,3,498000.0
2.0,1.0,800,6380,1.0,3,379000.0
3.0,1.75,1300,2580,1.0,5,462000.0
4.0,2.5,2440,7155,2.0,3,388000.0
3.0,2.0,1490,8371,1.5,3,255000.0
3.0,2.75,1800,9550,1.0,4,665000.0
3.0,2.0,1830,9152,1.0,5,550000.0
3.0,1.0,1500,3920,1.0,3,606000.0
4.0,2.5,2210,6080,1.0,4,334000.0
3.0,2.0,1270,1323,3.0,3,360000.0
2.0,1.0,1140,1730,1.5,3,235000.0
3.0,2.5,1620,1173,3.0,3,580000.0
3.0,2.0,1220,1186,3.0,3,355000.0
2.0,2.5,750,1430,2.0,3,375000.0
4.0,1.75,1960,9300,1.0,5,372000.0
3.0,1.0,1370,3000,1.5,3,479000.0
5.0,4.0,4580,4443,3.0,3,2000000.0
4.0,4.25,5584,68257,2.0,3,1680000.0
2.0,1.0,1010,4320,1.0,5,501000.0
3.0,1.75,1260,6908,1.0,3,245000.0
3.0,2.5,1740,5782,2.0,4,496700.0
4.0,1.5,2670,10026,2.0,3,347000.0
2.0,1.0,720,7200,1.0,5,199000.0
3.0,2.5,2460,4399,2.0,3,440500.0
4.0,2.5,3670,7000,2.0,3,820000.0
4.0,3.5,2630,3435,1.5,3,325000.0
3.0,1.75,1570,8459,1.0,3,195000.0
3.0,3.0,2980,28000,1.0,3,675000.0
3.0,2.5,1560,4200,2.0,3,295000.0
3.0,2.5,1620,7410,1.0,5,355300.0
3.0,1.0,1140,5000,1.0,3,276000.0
2.0,1.5,2730,19877,1.0,4,460000.0
3.0,2.0,2130,35169,1.0,4,880000.0
3.0,2.5,1780,4050,2.0,3,370000.0
4.0,2.5,2100,3916,2.0,3,346000.0
3.0,1.0,1140,8800,1.0,3,172500.0
3.0,1.5,1690,9144,1.0,4,379950.0
2.0,1.0,1160,6000,1.0,4,468000.0
4.0,2.75,1720,6270,2.0,3,477000.0
3.0,1.0,1210,3328,1.5,4,529000.0
3.0,1.5,1255,1374,3.0,3,312000.0
2.0,1.0,880,7683,1.0,3,326100.0
3.0,1.0,1050,9206,1.5,3,360000.0
3.0,1.75,1650,12940,1.0,4,438000.0
3.0,1.0,1570,9467,1.0,3,360000.0
4.0,2.5,2920,7200,1.0,3,1050000.0
4.0,3.0,3000,4000,1.5,3,688000.0
3.0,1.75,1850,7735,1.0,4,585000.0
3.0,2.5,1440,7741,1.0,4,265000.0
3.0,1.75,1440,8775,1.0,3,375000.0
3.0,1.0,1810,12375,2.0,3,326500.0
2.0,1.0,1180,9350,1.0,3,160000.0
4.0,3.75,3070,5850,2.0,5,1570000.0
5.0,2.75,3390,5211,2.0,3,735000.0
2.0,1.0,1470,6120,1.0,2,400000.0
4.0,2.5,2680,7200,1.0,3,800000.0
4.0,2.25,2290,10687,2.0,3,949880.0
3.0,1.75,1980,8100,1.0,4,405000.0
4.0,2.5,2870,9292,2.0,3,399000.0
3.0,2.0,1840,4750,1.0,5,730001.0
4.0,3.25,4060,13000,2.0,3,1795000.0
3.0,2.0,1630,8018,1.0,3,260000.0
2.0,2.0,1880,5400,1.5,3,751750.0
3.0,1.75,1780,13095,1.0,4,325000.0
4.0,2.0,2330,6250,1.0,4,344950.0
3.0,1.75,1840,4030,1.0,5,457500.0
5.0,2.0,2330,10750,1.0,4,389000.0
4.0,2.5,3200,6473,2.0,3,515000.0
3.0,2.5,2330,1987,2.0,3,732000.0
3.0,2.25,1950,8868,1.0,3,415000.0
4.0,3.5,3080,4815,2.0,3,1655000.0
2.0,1.0,1040,5527,1.0,3,535000.0
4.0,4.25,1960,3565,2.0,3,540000.0
5.0,3.0,2750,3800,1.5,5,525000.0
3.0,1.75,1930,36210,1.0,3,570000.0
5.0,4.5,4850,40902,2.0,3,569950.0
4.0,2.5,1982,6406,2.0,3,283200.0
3.0,2.75,2640,4050,1.5,5,1100000.0
4.0,2.5,1850,50662,1.0,3,830000.0
4.0,2.25,1940,9144,1.0,4,495000.0
5.0,3.0,2840,7199,1.0,3,292050.0
5.0,1.5,1900,10226,1.0,3,415000.0
5.0,1.0,1410,6400,1.0,5,295832.0
4.0,2.5,2520,8515,2.0,3,450000.0
4.0,3.75,3160,9525,2.5,3,1381000.0
4.0,3.0,3720,29043,2.0,3,857000.0
3.0,3.5,1820,1501,2.0,3,499950.0
3.0,2.0,1560,8640,1.0,5,465000.0
3.0,1.0,1600,5952,1.0,4,329000.0
3.0,2.0,1230,11502,1.0,4,475000.0
3.0,1.0,960,8100,1.0,3,255000.0
3.0,1.0,1270,4000,1.5,3,435000.0
3.0,2.5,2810,7700,2.0,3,685000.0
2.0,2.5,2160,5581,1.0,3,715000.0
3.0,3.0,2520,2152,1.5,3,780000.0
2.0,1.5,1180,844,2.0,3,345000.0
4.0,2.25,1810,4970,2.0,3,355000.0
3.0,2.5,1680,15711,1.0,3,282000.0
3.0,1.0,910,5250,1.0,4,244000.0
3.0,3.75,3250,5797,2.0,4,967500.0
3.0,1.5,2000,7294,1.0,3,375000.0
3.0,3.25,3790,19000,2.0,3,1600000.0
3.0,1.75,2310,78844,1.0,3,527500.0
3.0,2.25,2510,6339,1.5,5,994000.0
3.0,1.75,1320,6205,1.0,5,313000.0
3.0,2.25,2370,217800,2.0,3,587000.0
3.0,1.0,900,7500,1.0,4,304000.0
3.0,2.5,2540,7680,2.0,4,675000.0
4.0,1.0,2100,9288,1.0,4,305000.0
3.0,1.0,1200,6250,1.0,3,280000.0
5.0,4.0,3720,15200,2.0,3,960000.0
3.0,2.25,1760,4539,2.0,3,500000.0
3.0,1.75,1670,7415,1.0,3,274950.0
3.0,2.5,2420,8252,2.0,3,455600.0
5.0,3.0,3480,15185,2.0,4,970000.0
4.0,2.5,1630,4473,2.0,3,312900.0
4.0,2.5,2340,5600,2.0,3,535000.0
2.0,1.0,920,3780,1.0,3,427000.0
2.0,1.0,910,6490,1.0,3,405000.0
3.0,1.0,1150,4945,1.0,3,480000.0
3.0,1.5,2500,4774,1.5,3,725000.0
4.0,2.5,3250,235063,1.0,3,293000.0
4.0,2.0,1930,6600,1.0,4,268000.0
4.0,3.5,3400,234352,2.0,3,475000.0
3.0,2.5,1590,2550,3.0,3,488000.0
4.0,2.5,3330,7399,2.0,3,760000.0
5.0,4.5,4590,14685,2.0,3,1710000.0
3.0,2.5,2610,7256,2.0,3,754950.0
3.0,2.5,1658,2700,2.0,3,263900.0
3.0,3.5,1600,1431,2.0,3,460000.0
3.0,3.0,1296,1051,3.0,3,399950.0
2.0,2.25,1280,835,2.0,3,370000.0
4.0,3.0,5940,11533,2.0,3,1149000.0
4.0,3.25,2510,5311,2.0,3,450800.0
3.0,3.5,2710,3475,2.0,3,627000.0
3.0,2.5,1750,1548,3.0,3,495000.0
3.0,1.0,1430,19901,1.5,4,310000.0
4.0,1.0,1660,34848,1.0,1,550000.0
2.0,1.0,1320,8865,1.0,4,215000.0
4.0,3.0,2580,209523,2.0,3,799000.0
4.0,2.5,2740,43101,2.0,3,630000.0
3.0,2.5,2495,4400,2.0,3,267000.0
6.0,2.75,2300,24773,1.5,4,900000.0
3.0,1.5,1300,12240,1.0,3,365000.0
4.0,2.5,2230,10414,1.0,5,544500.0
4.0,2.75,2020,2750,1.0,3,599000.0
4.0,2.25,2000,3800,2.0,3,815000.0
2.0,1.0,1060,8187,1.0,4,254000.0
2.0,1.75,2080,4800,1.0,5,740000.0
3.0,2.0,2030,24829,1.0,4,225000.0
3.0,2.5,2690,7000,2.0,5,925000.0
4.0,2.5,3240,10800,1.0,3,1285000.0
3.0,2.5,1550,12920,2.0,5,537000.0
4.0,2.0,1480,3132,1.0,5,335000.0
4.0,2.75,3040,2800,2.0,3,840000.0
3.0,1.5,1560,7300,1.0,4,224000.0
3.0,2.5,2250,3757,2.0,3,395000.0
3.0,1.0,1100,4600,1.0,3,450000.0
3.0,1.0,1700,6356,1.5,3,681000.0
5.0,1.5,2680,28014,1.0,4,898000.0
3.0,1.0,800,2296,1.0,4,370000.0
2.0,1.75,1350,6315,1.0,3,429000.0
3.0,1.0,820,7680,1.5,3,150000.0
3.0,2.5,3160,4270,2.0,3,555000.0
3.0,2.75,1720,28000,1.0,4,326000.0
3.0,2.5,1680,6755,2.0,3,225000.0
3.0,1.75,1300,7958,1.0,3,245100.0
3.0,2.5,2190,10370,2.0,3,665000.0
3.0,2.5,1720,4006,2.0,3,535000.0
3.0,1.0,1160,11776,1.0,3,305000.0
7.0,4.0,3150,34830,1.0,3,999000.0
3.0,1.75,1210,8075,1.0,4,215000.0
3.0,1.75,1980,5100,1.0,3,432500.0
4.0,2.5,2990,5669,2.0,3,655000.0
3.0,1.5,1430,9600,1.0,4,266200.0
3.0,2.5,2060,4030,2.0,3,244615.0
4.0,3.0,2230,52983,2.0,3,460000.0
4.0,2.5,3090,18645,2.0,3,370000.0
6.0,3.25,4250,23326,1.0,3,465000.0
3.0,2.5,1970,23180,1.0,3,1175000.0
2.0,2.0,1700,3171,1.0,5,189000.0
3.0,2.5,2510,5503,2.0,3,820000.0
6.0,2.75,3610,17580,1.0,5,968000.0
4.0,3.25,2980,7000,2.0,3,1400000.0
3.0,1.75,1610,6480,1.0,4,438750.0
4.0,2.75,3650,6982,2.0,4,1210000.0
4.0,2.0,2510,38141,1.0,3,600000.0
3.0,1.0,1110,6000,1.5,5,589000.0
3.0,2.0,1650,6150,2.0,4,590000.0
3.0,2.0,1980,12150,1.0,3,479900.0
2.0,1.5,880,1157,2.0,3,210000.0
3.0,1.75,1490,9800,1.0,4,745000.0
3.0,2.0,2520,5400,1.5,4,840500.0
3.0,1.75,1820,22320,1.0,3,420000.0
7.0,4.5,4140,9066,1.0,3,565000.0
4.0,2.5,3420,8405,2.0,3,840000.0
4.0,2.5,3150,7277,2.0,3,681716.0
3.0,1.75,1580,7416,1.0,3,600000.0
3.0,2.0,1660,8281,1.0,3,380000.0
3.0,1.0,1100,10125,1.0,3,168500.0
2.0,1.0,1270,3200,1.0,4,355000.0
4.0,1.0,1450,6250,1.0,3,277000.0
4.0,2.25,1830,9485,1.0,4,236000.0
3.0,1.75,1300,4127,1.0,4,270000.0
2.0,1.75,2320,5500,1.5,3,700000.0
4.0,2.75,1680,9545,1.0,4,425000.0
3.0,2.5,2300,5500,1.5,4,635000.0
3.0,1.75,1400,4000,1.0,3,510250.0
4.0,2.25,2410,4560,2.0,5,960000.0
3.0,2.0,1480,7480,1.0,4,254000.0
3.0,1.0,1390,9624,1.5,4,299000.0
2.0,1.0,830,2699,1.0,3,175000.0
2.0,1.0,740,9003,1.0,3,157500.0
5.0,2.0,1940,6000,1.0,5,580000.0
3.0,1.0,1340,15600,1.0,4,124740.0
8.0,3.5,4440,6480,2.0,5,1970000.0
2.0,1.0,800,6240,1.0,3,285000.0
3.0,1.75,1310,9645,1.0,3,242000.0
4.0,1.75,2330,4000,2.0,5,840000.0
2.0,3.25,1400,1243,3.0,3,474800.0
4.0,2.5,2360,4367,2.0,3,490000.0
3.0,2.25,1840,5752,2.0,3,465000.0
4.0,2.5,2680,7178,2.0,3,515000.0
3.0,3.75,3890,7140,1.0,3,430000.0
3.0,2.0,1400,8640,1.0,5,253400.0
3.0,2.5,2400,9701,1.0,3,355000.0
4.0,2.25,2920,46355,2.0,4,740000.0
2.0,2.0,1390,1302,2.0,3,186950.0
3.0,2.5,1680,11193,2.0,3,306000.0
4.0,1.5,2040,8800,1.0,4,510000.0
2.0,1.0,1080,4000,1.0,3,345000.0
3.0,2.75,2280,4280,1.0,5,875000.0
4.0,3.5,4490,5099,2.0,3,700000.0
4.0,3.25,4700,9160,1.0,3,1400000.0
4.0,2.5,2798,4473,2.0,3,499950.0
3.0,2.5,2810,5400,2.0,3,739000.0
4.0,2.5,3753,7204,2.0,3,363000.0
4.0,3.5,3910,8095,2.0,3,782000.0
2.0,2.5,1050,1609,2.0,3,325000.0
4.0,1.0,1600,4300,1.5,4,485000.0
4.0,2.25,2590,10002,1.0,4,452000.0
4.0,2.25,1720,9753,1.0,4,264950.0
6.0,2.5,4410,14034,1.0,4,472000.0
3.0,1.75,1590,11914,1.0,3,267500.0
4.0,2.5,2440,22594,2.0,3,565000.0
3.0,2.5,1360,1016,3.0,3,535000.0
2.0,1.0,910,7000,1.0,3,389000.0
4.0,1.5,1390,7200,1.0,3,400000.0
3.0,1.5,1470,14821,1.0,4,264000.0
4.0,2.5,2920,9904,2.0,4,690000.0
3.0,1.75,1950,52256,1.0,4,412000.0
3.0,2.5,2390,4555,2.0,3,695000.0
3.0,1.5,1270,11600,1.0,4,246500.0
2.0,1.0,950,7560,1.0,3,230000.0
2.0,1.0,900,423838,1.0,5,302000.0
4.0,2.25,2280,6660,1.5,3,820000.0
3.0,1.0,1010,5490,1.0,3,145000.0
2.0,1.0,1260,5000,1.0,3,436500.0
4.0,3.5,4730,13586,1.5,5,2453500.0
3.0,2.5,2620,21587,2.0,3,672000.0
3.0,2.25,2330,4000,1.5,5,680000.0
5.0,3.0,2170,2440,1.5,4,750500.0
5.0,2.0,2450,9488,1.0,4,550000.0
4.0,1.75,1880,7632,1.0,4,266500.0
4.0,2.0,2300,3400,1.5,5,619000.0
3.0,2.0,1240,14404,1.0,3,405000.0
2.0,1.0,820,3844,1.0,4,300000.0
4.0,2.0,1530,6375,2.0,3,231000.0
5.0,3.25,2900,12160,1.0,4,790000.0
4.0,2.75,1240,3867,1.0,3,400000.0
4.0,3.5,4140,13392,2.0,3,950000.0
4.0,2.0,2240,7725,1.0,5,450000.0
3.0,2.0,1480,5000,1.0,4,595000.0
3.0,2.25,2270,8876,1.0,3,332000.0
3.0,1.0,1250,6250,1.0,2,155000.0
5.0,2.0,1930,9747,1.0,4,400000.0
4.0,1.75,1700,7800,1.0,5,349000.0
3.0,1.0,1590,6420,1.0,3,529000.0
5.0,1.75,1880,10000,1.0,3,405000.0
4.0,1.75,1640,4240,1.0,5,635200.0
3.0,1.5,2600,5085,1.0,4,540000.0
2.0,1.0,710,1173,2.0,4,402000.0
6.0,4.25,6980,15682,3.0,4,3100000.0
3.0,1.5,1460,5040,1.0,3,329932.0
3.0,2.5,2080,9827,2.0,3,300000.0
5.0,2.5,2630,9216,2.0,3,525000.0
4.0,3.25,4430,21000,2.0,3,2750000.0
4.0,2.5,2760,6850,2.0,3,602500.0
4.0,2.0,1670,12056,1.0,3,400000.0
4.0,1.75,1990,4725,1.5,4,445000.0
3.0,3.0,2600,5238,1.5,3,525000.0
2.0,1.0,1320,1824,1.5,4,395000.0
3.0,1.5,2240,3800,2.0,3,510000.0
4.0,2.25,1960,8680,1.0,4,723000.0
3.0,2.0,2590,108900,2.0,3,503000.0
4.0,2.75,2620,6707,2.0,3,672500.0
3.0,2.5,2770,9136,2.0,3,860000.0
3.0,1.0,2110,10005,1.0,5,475300.0
4.0,2.5,2290,4539,2.0,3,295000.0
4.0,4.25,4960,6000,2.5,3,1425000.0
2.0,1.0,1110,26051,1.0,3,250000.0
4.0,2.75,3310,6166,2.0,3,658000.0
2.0,1.0,900,8580,1.0,3,83000.0
3.0,1.75,1940,7313,1.0,4,685000.0
3.0,1.75,1590,7617,2.0,3,210000.0
3.0,2.5,2930,6050,2.0,3,650880.0
4.0,2.5,2040,22653,2.0,3,350000.0
2.0,2.25,1000,905,3.0,3,305000.0
3.0,3.25,1730,1229,2.0,3,645000.0
3.0,1.0,1220,4800,1.0,3,385000.0
3.0,2.25,3060,12095,2.0,3,860000.0
4.0,2.5,2910,5000,2.0,3,395000.0
3.0,1.75,1050,5850,1.0,3,260000.0
3.0,2.0,1560,7352,1.0,3,196440.0
3.0,1.75,1680,3000,1.0,4,425000.0
4.0,3.25,4140,20734,1.0,3,2400000.0
3.0,2.0,1550,8509,1.0,3,369000.0
6.0,2.75,5700,20000,1.0,4,1385000.0
3.0,2.5,2200,7278,2.0,3,349900.0
2.0,2.5,1740,2500,2.0,3,650000.0
3.0,1.0,1210,9525,1.0,3,299950.0
4.0,3.25,4240,25639,2.0,3,625000.0
3.0,2.25,1590,11745,1.0,3,190000.0
4.0,1.75,3420,7200,1.0,5,715000.0
4.0,2.5,3190,11375,1.0,5,659000.0
3.0,1.75,1920,5405,1.0,4,490000.0
2.0,1.75,1340,4664,1.0,3,415000.0
3.0,1.75,1700,8400,1.0,3,750000.0
4.0,2.5,2310,3570,1.5,3,700000.0
3.0,1.75,1510,44000,1.0,3,425000.0
3.0,2.5,2670,10082,1.0,3,642000.0
4.0,2.25,2060,8470,1.0,3,655000.0
3.0,2.5,2090,6000,1.5,4,1365000.0
5.0,2.5,3090,23265,1.0,3,458000.0
2.0,2.5,1240,1546,2.0,3,330000.0
3.0,2.5,1860,3690,2.0,3,384950.0
3.0,1.5,2000,7350,1.0,3,560000.0
4.0,1.75,2500,92347,1.0,4,950000.0
4.0,2.25,1820,20349,1.0,5,465000.0
3.0,2.25,1820,8058,1.0,3,425000.0
3.0,2.0,1060,5750,1.0,3,315000.0
3.0,2.5,1950,9906,2.0,3,530000.0
2.0,1.0,940,4800,1.0,4,399000.0
2.0,1.5,1220,3568,1.5,4,168000.0
5.0,3.5,4180,17935,2.0,3,1886700.0
3.0,1.0,1200,9800,1.0,4,374000.0
5.0,3.75,3990,18897,2.0,3,740000.0
2.0,1.0,1880,7560,1.0,3,280000.0
4.0,2.5,2280,7200,2.0,3,322000.0
3.0,1.75,2580,11000,1.0,4,459900.0
4.0,2.75,2600,4674,1.0,3,750000.0
4.0,2.5,3150,13700,2.0,4,1256500.0
4.0,3.5,5550,28078,2.0,4,3710000.0
5.0,2.75,2220,4000,1.0,3,427000.0
2.0,2.25,1730,31491,2.0,4,800000.0
4.0,3.0,2840,4120,1.5,4,735000.0
4.0,2.5,2560,8780,2.0,3,642000.0
3.0,2.0,1330,6000,1.0,4,240000.0
2.0,1.0,1890,5202,1.5,4,645500.0
7.0,4.5,4290,37607,1.5,5,840000.0
2.0,2.0,1540,54450,2.0,3,475000.0
4.0,2.0,2340,50233,1.0,4,568000.0
3.0,1.75,2180,10230,1.0,4,325000.0
3.0,2.5,2780,11964,2.0,3,825500.0
4.0,2.75,2620,6019,2.0,3,499431.0
4.0,3.5,3760,5000,2.0,3,919204.0
4.0,2.5,2720,4738,2.0,3,545000.0
3.0,2.25,2675,40910,2.0,3,660000.0
5.0,2.75,2080,13189,2.0,3,538888.0
3.0,2.5,2460,12028,2.0,3,693000.0
3.0,2.5,1960,3480,2.0,3,289950.0
4.0,2.5,2550,6256,2.0,3,587000.0
3.0,2.25,1760,1146,3.0,3,615000.0
3.0,1.75,1620,7330,1.0,4,459000.0
3.0,1.75,1790,12000,1.0,3,243000.0
4.0,3.5,3480,7232,2.0,3,1505000.0
4.0,1.75,2780,9900,2.0,4,660000.0
5.0,3.0,3640,8239,2.0,3,1595000.0
1.0,1.0,750,4000,1.0,3,250000.0
3.0,1.0,960,6634,1.0,3,315000.0
3.0,1.5,2030,8880,1.0,3,404000.0
3.0,2.75,2930,5569,1.0,3,559900.0
2.0,2.5,1380,1073,2.0,3,285000.0
3.0,2.0,1720,5525,1.0,5,500000.0
2.0,1.0,1210,4800,1.0,3,380000.0
3.0,1.0,950,4250,1.5,5,469000.0
2.0,1.75,1710,4234,2.0,3,405000.0
2.0,2.0,1410,12282,1.5,5,439900.0
